age,annual_income_inr,bank_balance_inr,education_level,purpose_of_visit,prior_approvals,english_level,legal_charges,visa_approved
60,197100,60700,high_school,business,0,fluent,no,1
60,1286200,1072100,bachelors,travel,0,basic,no,1
30,1014700,211600,masters,medical,6,basic,no,1
64,361200,257700,masters,education,3,fluent,no,1
29,1883800,689100,masters,business,2,basic,no,1
32,897700,526800,phd,business,1,good,no,1
69,480300,135900,high_school,medical,1,good,no,0
79,329200,248500,bachelors,medical,8,fluent,no,1
34,708400,462600,high_school,business,4,fluent,no,1
76,1424200,236200,phd,education,7,fluent,no,1
75,1052600,345100,phd,business,9,good,no,1
66,601100,300400,bachelors,business,2,basic,no,1
26,4124000,2261500,masters,education,3,fluent,no,1
36,390300,300700,bachelors,travel,3,basic,no,1
60,363400,160000,high_school,travel,6,good,no,1
80,1116800,943800,bachelors,medical,3,fluent,no,1
69,618600,182700,phd,education,0,good,no,1
44,415800,329800,bachelors,business,8,fluent,no,1
32,1006800,833900,high_school,travel,3,good,no,1
78,1507600,934700,phd,education,6,fluent,no,1
35,987300,864500,bachelors,travel,1,good,no,1
39,836100,382900,bachelors,medical,2,good,no,1
78,664700,448300,masters,education,4,basic,no,0
53,658400,103700,bachelors,business,5,fluent,no,1
34,724300,257900,bachelors,business,0,good,no,1
18,860600,494700,high_school,education,1,good,no,0
45,1229400,992100,masters,medical,5,good,no,1
80,454100,392700,bachelors,business,10,basic,no,1
45,1501600,877800,masters,business,0,fluent,no,1
62,386400,306000,masters,education,0,basic,no,0
33,453100,339600,high_school,business,2,good,no,1
66,519000,379000,masters,business,0,basic,no,1
66,607100,141800,masters,medical,0,basic,no,0
56,3118200,1587100,phd,education,2,fluent,no,1
66,240700,123900,high_school,medical,3,fluent,no,0
54,482100,357000,bachelors,education,1,fluent,no,1
41,1287900,759300,masters,travel,1,good,no,1
64,834500,638300,phd,medical,9,good,no,1
70,1177300,1021100,phd,business,2,fluent,no,1
70,1660700,940000,bachelors,business,5,fluent,yes,0
31,1084400,806600,bachelors,medical,0,basic,no,0
60,417600,238200,high_school,education,6,fluent,no,1
18,903700,559600,masters,medical,6,fluent,no,1
54,1302300,660300,masters,business,0,good,no,1
53,1379200,1199500,masters,medical,3,good,no,1
40,765200,584000,bachelors,travel,4,good,no,1
80,1317800,940900,phd,education,1,good,no,1
73,659300,261900,high_school,medical,5,good,no,0
20,719100,369700,bachelors,travel,1,good,no,0
31,542300,432300,bachelors,education,2,fluent,no,1
31,1138100,970000,bachelors,travel,10,fluent,no,1
74,1142000,1025700,masters,education,0,basic,no,0
50,240900,168800,bachelors,medical,0,fluent,no,0
63,343100,239500,high_school,education,0,fluent,no,0
69,414800,91400,high_school,business,10,fluent,no,1
66,677300,483400,bachelors,business,0,good,no,1
23,1886000,773400,masters,medical,0,fluent,no,1
26,4402800,3515500,bachelors,medical,4,good,no,1
42,195700,31000,bachelors,medical,5,basic,no,1
39,638800,543500,high_school,business,2,good,no,1
65,1010600,518300,masters,travel,9,basic,no,1
27,685000,168500,bachelors,education,0,fluent,no,1
41,1019800,612600,bachelors,education,3,basic,no,1
32,821500,549600,bachelors,business,3,fluent,no,1
29,620100,455700,bachelors,travel,1,good,no,1
28,768800,520000,bachelors,business,7,fluent,no,1
30,733900,414700,high_school,travel,2,good,no,1
53,1253700,265100,masters,business,0,fluent,no,1
43,839200,669000,bachelors,business,0,fluent,no,1
45,548800,487100,bachelors,business,0,good,yes,0
48,5094500,3736800,phd,medical,7,good,no,1
64,921900,162300,bachelors,education,0,good,no,0
72,1150600,824700,bachelors,medical,7,fluent,no,1
51,572200,201500,bachelors,travel,0,good,no,1
58,839600,731800,bachelors,travel,9,basic,no,1
64,597100,118000,high_school,travel,6,basic,no,0
61,339800,74500,masters,travel,0,good,no,0
26,510100,145900,bachelors,travel,0,fluent,no,0
79,649200,464100,masters,education,5,fluent,no,1
28,776800,496000,phd,education,0,basic,no,1
43,300000,208600,high_school,medical,0,basic,no,0
59,996400,413900,masters,business,5,good,no,1
43,1165400,943600,high_school,travel,7,good,no,1
33,812800,394000,bachelors,business,5,basic,no,1
76,507900,127300,masters,business,7,good,no,1
22,306500,222400,high_school,education,2,fluent,no,0
33,878300,480600,phd,travel,5,good,no,1
80,347300,206700,bachelors,education,1,fluent,no,0
63,894400,392500,bachelors,business,5,good,yes,0
23,1137300,776800,high_school,medical,4,good,no,1
65,551100,97400,bachelors,medical,3,good,no,0
79,788900,409000,bachelors,travel,10,basic,no,1
24,426800,200800,high_school,medical,2,basic,no,0
44,535100,379800,bachelors,business,3,fluent,no,1
47,599700,209500,high_school,education,2,fluent,no,1
26,750400,244100,phd,medical,0,good,no,0
30,485000,189100,bachelors,education,1,basic,no,0
28,310500,158500,bachelors,education,9,basic,no,1
29,1007800,309800,masters,travel,1,basic,no,1
43,1749200,1160000,masters,education,4,fluent,no,1
47,1435200,572200,masters,education,2,fluent,no,1
32,2455300,1144500,phd,business,7,fluent,no,1
36,372900,211900,high_school,business,5,fluent,no,1
30,1207900,522600,bachelors,education,0,basic,no,1
68,530400,358500,masters,travel,1,good,no,1
31,798200,512600,high_school,travel,4,basic,no,1
75,2402700,1724200,masters,medical,0,basic,yes,0
51,710800,385400,high_school,education,2,fluent,no,1
68,2695600,1147200,phd,travel,1,fluent,no,1
58,699800,210500,masters,travel,0,basic,no,0
34,702700,335700,bachelors,travel,10,basic,no,1
55,457200,367900,bachelors,education,7,good,no,1
35,1101600,265200,phd,travel,4,basic,no,1
25,1128200,351500,masters,travel,0,good,no,1
34,986700,640300,masters,education,9,good,no,1
35,749400,435600,masters,education,3,good,no,1
26,412500,345300,high_school,education,8,good,no,1
19,653300,112200,high_school,business,0,good,no,1
77,495000,400400,high_school,education,0,fluent,no,0
50,516200,358300,masters,travel,4,good,no,1
43,266500,195000,bachelors,business,7,fluent,no,1
76,545200,236600,bachelors,education,0,good,no,0
32,505300,192300,phd,education,1,fluent,no,1
43,341300,54900,high_school,travel,3,basic,no,0
71,770600,570700,masters,education,10,basic,no,1
57,698100,189300,bachelors,travel,5,good,no,1
43,524500,167600,bachelors,business,7,fluent,no,1
34,1803400,644600,high_school,travel,4,basic,no,1
20,486100,390000,masters,travel,6,good,no,1
23,1891400,692100,masters,education,2,fluent,no,1
28,691800,324600,bachelors,education,0,basic,no,0
67,526900,374400,bachelors,education,4,basic,no,1
58,1045100,856100,bachelors,business,3,good,no,1
45,589700,438400,bachelors,travel,2,basic,no,1
67,485400,267700,bachelors,business,0,fluent,no,1
28,2024600,307000,bachelors,education,5,fluent,no,1
31,290900,78100,masters,business,6,fluent,no,1
42,850100,289200,masters,travel,1,good,no,1
75,599900,276100,high_school,education,7,good,no,1
56,2110000,889700,masters,education,1,fluent,no,1
71,607600,325600,bachelors,business,0,basic,no,1
33,4670200,2143700,phd,travel,0,basic,no,1
71,1148500,797700,bachelors,education,2,fluent,no,1
22,147000,27800,high_school,travel,0,basic,no,0
32,437300,391800,masters,business,4,basic,no,1
50,615600,481600,high_school,medical,5,basic,no,1
21,518500,208000,masters,travel,2,good,no,1
72,1460700,653800,phd,travel,7,basic,no,1
72,757800,661400,masters,business,8,fluent,yes,0
52,391900,333800,bachelors,travel,1,fluent,no,1
37,445100,198000,bachelors,travel,0,good,no,1
24,1208700,235300,bachelors,business,0,good,no,1
56,177600,158200,high_school,travel,3,fluent,no,1
51,1920400,1229700,phd,travel,1,basic,no,1
65,1366100,914900,bachelors,medical,4,fluent,no,1
55,630500,224400,bachelors,medical,3,good,no,1
26,249600,190700,high_school,business,3,basic,yes,0
25,1467200,833500,phd,business,0,fluent,no,1
67,827100,415800,phd,education,0,good,no,1
28,328800,232100,bachelors,medical,1,good,no,0
77,2161900,927300,bachelors,medical,6,good,no,1
24,598000,282300,masters,business,4,fluent,no,1
63,336600,215200,bachelors,business,3,fluent,no,1
79,1264200,796100,phd,business,4,fluent,no,1
45,1041100,914500,phd,education,2,good,no,1
21,2202700,1260200,masters,travel,0,good,no,1
73,438300,171300,high_school,travel,0,good,no,0
29,793600,290100,masters,travel,0,good,no,1
51,1299500,715400,phd,business,0,good,no,1
80,844300,202400,bachelors,travel,1,good,no,0
64,1103800,652400,masters,business,5,fluent,no,1
20,878600,388900,bachelors,travel,0,basic,no,0
69,1183100,489800,phd,education,0,good,no,1
28,773500,227700,masters,education,0,good,no,1
65,854200,445500,high_school,travel,0,basic,no,0
57,620700,110600,bachelors,education,0,basic,no,0
36,841000,509100,high_school,education,0,basic,yes,0
44,1622900,591000,bachelors,business,0,fluent,no,1
25,744500,617000,phd,business,10,fluent,no,1
80,2027800,1104700,high_school,travel,1,good,no,0
33,730300,537100,phd,business,0,basic,no,1
37,366600,289000,high_school,business,2,fluent,no,1
49,1309000,1059300,masters,business,0,good,no,1
60,1377800,1106300,phd,business,2,fluent,no,1
49,1011800,322900,masters,travel,1,good,no,1
49,1525500,575900,masters,travel,7,basic,no,1
54,1241800,845600,phd,business,7,good,no,1
72,2356400,1303600,bachelors,education,4,good,no,1
42,944600,573400,masters,business,0,fluent,no,1
70,337700,222300,high_school,travel,2,basic,no,0
67,558500,131600,bachelors,business,1,fluent,no,1
78,980400,270800,bachelors,education,5,fluent,no,1
75,1270700,798500,masters,medical,0,fluent,yes,0
68,1089600,674500,masters,travel,3,fluent,no,1
33,474100,361800,bachelors,business,1,good,yes,0
66,1988500,1333000,phd,business,2,fluent,no,1
64,1568100,479500,high_school,business,1,fluent,no,1
36,1098200,222400,phd,education,1,good,no,1
60,1462800,648400,high_school,business,4,basic,no,1
33,1218200,521900,bachelors,medical,3,basic,no,1
50,2563200,1859800,bachelors,travel,0,basic,no,1
68,981100,641300,bachelors,travel,0,fluent,no,1
29,1048500,843200,masters,education,6,good,no,1
39,1545900,816500,masters,business,2,fluent,no,1
68,766300,280900,masters,education,3,fluent,no,1
46,676000,357100,high_school,business,2,good,no,1
78,1123400,350100,high_school,education,3,fluent,no,0
18,848100,165700,high_school,travel,3,basic,no,0
63,743700,390300,bachelors,business,0,basic,no,1
69,603300,277600,high_school,education,2,basic,no,0
75,1147600,199900,bachelors,business,2,good,no,1
27,1448800,1001100,masters,business,0,good,no,1
80,1632600,1033900,phd,education,4,good,no,1
42,1172300,240700,masters,travel,0,basic,no,1
40,343300,234300,high_school,medical,0,basic,no,0
40,524700,111300,bachelors,travel,5,good,no,1
58,696400,374800,high_school,travel,6,basic,no,1
59,1195100,737000,bachelors,business,0,fluent,no,1
47,1113000,583500,bachelors,business,4,fluent,no,1
22,745500,529700,phd,medical,0,good,no,0
80,696200,305800,bachelors,business,4,fluent,yes,0
31,396600,122800,bachelors,travel,2,good,no,1
23,351900,181200,bachelors,business,5,fluent,no,1
55,1130300,459700,phd,business,1,fluent,no,1
43,1140500,300500,high_school,travel,1,fluent,no,1
56,1027500,517200,masters,education,6,good,no,1
73,1543400,464700,high_school,education,0,good,no,0
24,493700,248200,high_school,medical,0,fluent,no,0
35,989500,588200,masters,business,1,basic,no,1
50,313300,230800,high_school,travel,3,good,no,1
67,803600,634700,masters,business,0,fluent,no,1
55,280800,182800,high_school,education,3,fluent,no,1
42,323400,265200,bachelors,travel,1,good,no,1
56,396900,225600,bachelors,travel,3,basic,no,1
79,1019400,696100,masters,business,7,good,no,1
48,648600,472000,masters,education,1,good,no,1
73,738900,567900,masters,education,2,fluent,no,1
67,947800,676600,bachelors,medical,2,fluent,no,1
36,230500,190600,high_school,business,0,good,no,1
33,791000,399200,bachelors,medical,5,basic,no,1
66,1206100,1043400,bachelors,business,7,fluent,no,1
31,903500,406800,high_school,travel,5,good,no,1
39,1435800,291000,phd,business,8,fluent,no,1
32,735100,210700,bachelors,business,2,good,no,1
56,383400,218000,high_school,travel,3,basic,no,0
36,1032900,166200,phd,business,0,fluent,no,1
59,1878300,503500,bachelors,travel,9,good,yes,0
76,1130300,486700,masters,education,3,good,no,1
70,509500,315000,high_school,education,0,fluent,no,0
77,1031500,282800,bachelors,education,5,fluent,no,1
19,777500,451800,bachelors,travel,3,fluent,no,1
46,856500,554500,bachelors,business,8,good,no,1
31,849200,613800,masters,education,5,good,no,1
75,430100,277600,high_school,business,6,fluent,no,1
62,934500,315500,high_school,business,2,fluent,no,1
38,184900,166000,high_school,business,2,fluent,no,1
53,984300,803400,bachelors,education,5,fluent,no,1
56,415700,178800,high_school,travel,0,good,no,0
49,341100,58600,masters,education,0,good,no,1
47,442600,241900,bachelors,travel,9,good,no,1
21,529800,423300,high_school,travel,7,fluent,no,1
46,799900,613100,bachelors,travel,8,good,no,1
39,811800,668200,high_school,business,0,fluent,no,1
69,1179800,1034800,bachelors,travel,0,fluent,no,1
72,415400,284500,masters,travel,7,fluent,no,1
65,1197100,325400,masters,travel,0,fluent,no,1
19,1452000,257500,masters,business,2,fluent,no,1
70,853300,224900,bachelors,education,1,good,no,0
42,712400,214300,high_school,travel,6,fluent,no,1
44,336000,65900,masters,business,2,good,no,1
77,438800,215100,bachelors,business,0,good,no,1
72,1603700,1183400,bachelors,travel,2,fluent,no,1
21,926600,141900,phd,travel,0,good,no,1
40,2569400,1934000,bachelors,education,4,good,no,1
65,481500,406400,masters,business,3,basic,no,1
51,1787900,472000,bachelors,education,3,good,no,1
34,386200,64100,high_school,business,1,fluent,no,1
51,868300,442400,high_school,travel,0,good,no,0
72,643100,515400,bachelors,education,0,good,no,0
32,806200,566500,bachelors,travel,8,good,no,1
65,1349600,237600,masters,business,1,fluent,no,1
64,694100,454600,masters,travel,2,fluent,no,1
73,1175400,897200,bachelors,medical,1,good,no,0
36,653600,230900,bachelors,medical,9,good,no,1
31,834300,534000,bachelors,business,5,good,no,1
52,176600,91900,bachelors,education,0,good,no,0
51,807900,245800,masters,travel,3,basic,no,1
43,1082700,894500,high_school,business,2,fluent,no,1
67,1583600,502400,phd,education,5,good,no,1
68,879900,686600,high_school,travel,10,basic,no,1
33,556400,376300,high_school,travel,4,basic,no,1
68,2445400,772000,masters,education,6,basic,no,1
32,633300,432900,high_school,travel,2,basic,no,0
43,526200,89200,bachelors,education,1,fluent,no,1
19,864900,283000,high_school,travel,3,basic,no,0
39,1615600,588200,masters,business,4,basic,no,1
78,1069500,873700,bachelors,travel,0,fluent,no,0
45,433000,362200,high_school,medical,2,basic,yes,0
62,883200,312000,bachelors,travel,0,fluent,no,1
24,1162800,588400,high_school,business,0,fluent,no,1
58,1405400,1245500,phd,education,7,fluent,no,1
41,239700,155700,high_school,medical,0,good,no,0
64,535300,108300,bachelors,medical,5,basic,no,1
76,521800,231500,bachelors,travel,1,fluent,no,0
51,499600,232900,bachelors,travel,3,fluent,no,1
24,338400,128500,phd,travel,7,basic,no,1
47,2139900,1155400,bachelors,education,5,fluent,no,1
25,600700,421700,masters,medical,6,good,no,1
46,486200,325100,bachelors,education,0,fluent,no,1
21,334300,138300,masters,travel,1,fluent,no,1
58,1218400,855900,bachelors,business,4,basic,no,1
37,514000,283000,high_school,travel,5,fluent,no,1
30,445500,323900,high_school,business,5,fluent,no,1
19,458700,108000,high_school,business,4,fluent,no,1
73,1493200,677300,phd,travel,0,basic,no,0
70,747000,333200,masters,education,0,fluent,no,1
69,181000,74900,high_school,medical,8,good,no,1
21,371800,250400,bachelors,education,2,good,no,0
40,464600,263800,masters,medical,5,fluent,no,1
79,880200,386800,bachelors,education,3,good,no,0
54,1261700,696700,bachelors,education,7,fluent,no,1
26,2178100,1477400,masters,business,6,fluent,yes,0
26,219900,144300,high_school,travel,0,basic,no,0
34,1064100,766700,bachelors,business,7,fluent,no,1
79,385300,303900,high_school,business,1,fluent,no,0
28,2697700,1900600,high_school,business,1,fluent,no,1
74,2081800,593500,masters,education,6,good,no,1
60,2480100,1946700,masters,education,1,basic,no,1
76,1680300,670500,phd,medical,0,good,no,0
70,666700,433000,high_school,medical,3,good,no,0
38,779500,696300,masters,medical,10,fluent,no,1
70,777300,288400,phd,business,0,fluent,no,1
28,487200,171800,bachelors,medical,4,good,no,1
36,1517900,435100,phd,education,2,good,no,1
31,2549400,2264000,phd,medical,1,good,no,1
26,799300,375800,masters,business,4,basic,no,1
23,726400,536000,phd,business,2,fluent,no,1
29,334600,62500,bachelors,medical,5,good,no,1
25,865500,246900,bachelors,business,4,fluent,no,1
41,2124900,419400,phd,travel,9,good,no,1
22,1965800,1497400,masters,travel,5,basic,no,1
21,1153300,265200,high_school,business,0,fluent,no,1
80,950700,800800,bachelors,business,5,fluent,no,1
23,795000,515000,bachelors,medical,3,fluent,no,1
22,1969000,1638500,masters,medical,0,fluent,no,1
19,293500,134000,high_school,medical,3,good,no,0
26,593600,323100,bachelors,business,5,good,no,1
51,1938500,330900,bachelors,business,0,fluent,yes,0
70,299200,149400,high_school,travel,1,fluent,no,0
64,1060400,628900,phd,travel,2,fluent,no,1
54,1070600,241400,bachelors,business,1,good,no,1
23,565500,501000,high_school,education,6,fluent,no,1
66,1423500,218200,bachelors,medical,0,basic,no,0
